Index,MAC,Vendor,SSID,Channel,Mode,RSSI,Noise,Security
54,ae:46:9d:1c:97:29,<Random MAC>,cns-guest,1,802.11g/n/ax,-82,-95,AES
55,96:46:9d:1c:97:29,<Random MAC>,.,1,802.11g/n/ax,-82,-95,AES
56,a8:46:9d:1c:97:29,Cisco Meraki,cns-employee,1,802.11g/n/ax,-82,-95,AES
57,dc:a4:ca:ed:7a:b0,"Apple, Inc.",AirMac_F17H06,11,802.11g/n,-86,-95,AES
58,88:57:ee:6f:db:b3,BUFFALO.INC,22_11a_CPSE_HM,48+44,802.11a/n/ac,-25,-95,AES
59,88:57:ee:6f:db:b1,BUFFALO.INC,17_11a_CPSE_Share,48+44,802.11a/n/ac,-25,-95,AES
60,88:57:ee:6f:db:b4,BUFFALO.INC,19_11a_CPSE_KH,48+44,802.11a/n/ac,-25,-95,AES
61,88:57:ee:6f:db:b6,BUFFALO.INC,20_11a_CPSE_MA,48+44,802.11a/n/ac,-25,-95,AES
62,88:57:ee:6f:db:b5,BUFFALO.INC,23_11a_CPSE_AY,48+44,802.11a/n/ac,-26,-95,AES
63,88:57:ee:6f:db:b2,BUFFALO.INC,18_11a_CPSE_HT,48+44,802.11a/n/ac,-26,-95,AES
64,88:57:ee:6f:db:b8,BUFFALO.INC,21_11a_CPSE_TT,48+44,802.11a/n/ac,-29,-95,AES
65,00:03:7f:12:97:97,"Atheros Communications, Inc.",WAPM-AX8R-test5,36(80MHz),802.11a/n/ac/ax,-29,-95,AES
66,60:84:bd:46:26:f8,BUFFALO.INC,FREESPOT,48(80MHz),802.11a/n/ac,-31,-95,NONE
67,4c:5e:0c:2a:10:7f,Routerboard.com,VLAN22-local,40,802.11a/n/ac,-33,-95,NONE
68,50:c4:dd:ca:71:a0,BUFFALO.INC,Buffalo-A-7190,128(160MHz),802.11a/n/ac/ax,-35,-95,AES
69,74:da:38:61:49:93,Edimax Technology Co. Ltd.,CFD-RMG5G,40(80MHz),802.11a/n/ac,-35,-95,AES
70,50:c4:dd:4f:c1:7c,BUFFALO.INC,Buffalo-A-C178,36(80MHz),802.11a/n/ac,-39,-95,AES
71,50:c4:dd:ca:71:a7,BUFFALO.INC,Buffalo-A-7190-WPA3,128(160MHz),802.11a/n/ac/ax,-39,-95,AES
72,c4:36:c0:c3:17:82,BUFFALO.INC,navitest-ma,64(80MHz),802.11a/n/ac/ax,-41,-95,AES
73,c4:36:c0:c3:17:84,BUFFALO.INC,radiustest-tls,64(80MHz),802.11a/n/ac/ax,-41,-95,AES
74,c4:36:c0:c3:17:83,BUFFALO.INC,radiustest-peap,64(80MHz),802.11a/n/ac/ax,-41,-95,AES
75,50:c4:dd:3c:f4:5c,BUFFALO.INC,0000SEKKEI-a,36(80MHz),802.11a/n/ac,-42,-95,AES
76,c4:36:c0:c3:17:81,BUFFALO.INC,Navitest-5,64(80MHz),802.11a/n/ac/ax,-42,-95,AES
77,58:27:8c:fb:09:23,BUFFALO.INC,'freespot'=SecurityPassword(AES),108,802.11a/n/ac,-43,-95,AES
78,58:27:8c:fb:09:22,BUFFALO.INC,FREESPOT,108,802.11a/n/ac,-43,-95,NONE
79,58:27:8c:fb:09:24,BUFFALO.INC,.,108,802.11a/n/ac,-44,-95,AES
80,34:3d:c4:34:3e:91,BUFFALO.INC,AW-WAPM1166D-AAAA,36,802.11a/n/ac,-44,-95,AES
81,58:27:8c:fb:09:20,BUFFALO.INC,WAP-A,108,802.11a/n/ac,-44,-95,AES
82,34:3d:c4:34:3e:90,BUFFALO.INC,AW-WAPM1166D-a,36,802.11a/n/ac,-44,-95,AES
83,58:27:8c:fb:09:21,BUFFALO.INC,WAP-BITSsales_A,108,802.11a/n/ac,-44,-95,AES
84,58:27:8c:fb:09:14,BUFFALO.INC,.,44,802.11a/n/ac,-46,-95,AES
85,58:27:8c:fb:09:13,BUFFALO.INC,'freespot'=SecurityPassword(AES),44,802.11a/n/ac,-47,-95,AES
86,58:27:8c:fb:09:12,BUFFALO.INC,FREESPOT,44,802.11a/n/ac,-47,-95,NONE
87,58:27:8c:fb:09:10,BUFFALO.INC,WAP-A,44,802.11a/n/ac,-48,-95,AES
88,58:27:8c:fb:09:11,BUFFALO.INC,WAP-BITSsales_A,44,802.11a/n/ac,-48,-95,AES
89,18:c2:bf:c3:17:f3,BUFFALO.INC,'freespot'=SecurityPassword(AES),128,802.11a/n/ac,-58,-95,AES
90,18:c2:bf:c3:17:f4,BUFFALO.INC,.,128,802.11a/n/ac,-59,-95,AES
91,18:c2:bf:c3:17:f0,BUFFALO.INC,WAP-A,128,802.11a/n/ac,-59,-95,AES
92,18:c2:bf:c3:17:e0,BUFFALO.INC,WAP-A,48,802.11a/n/ac,-60,-95,AES
93,c4:36:c0:c3:17:51,BUFFALO.INC,BUFFALO_DEMO,40(80MHz),802.11a/n/ac/ax,-60,-95,AES
94,c4:36:c0:c3:cc:11,BUFFALO.INC,BSS-DEMO5,144,802.11a/n/ac/ax,-61,-95,AES
95,18:c2:bf:c3:17:e3,BUFFALO.INC,'freespot'=SecurityPassword(AES),48,802.11a/n/ac,-61,-95,AES
96,18:c2:bf:c3:17:f1,BUFFALO.INC,WAP-BITSsales_A,128,802.11a/n/ac,-62,-95,AES
97,18:c2:bf:c3:17:e1,BUFFALO.INC,WAP-BITSsales_A,48,802.11a/n/ac,-62,-95,AES
98,18:c2:bf:c3:17:f2,BUFFALO.INC,FREESPOT,128,802.11a/n/ac,-62,-95,NONE
99,18:c2:bf:62:ac:d2,BUFFALO.INC,FREESPOT,100,802.11a/n/ac,-62,-95,NONE
100,18:c2:bf:c3:17:e4,BUFFALO.INC,.,48,802.11a/n/ac,-62,-95,AES
101,18:c2:bf:62:ac:d0,BUFFALO.INC,WAP-A,100,802.11a/n/ac,-63,-95,AES
102,18:c2:bf:62:ac:d4,BUFFALO.INC,.,100,802.11a/n/ac,-63,-95,AES
103,18:c2:bf:c3:17:e2,BUFFALO.INC,FREESPOT,48,802.11a/n/ac,-63,-95,NONE
104,18:c2:bf:c3:0e:c3,BUFFALO.INC,'freespot'=SecurityPassword(AES),140,802.11a/n/ac,-64,-95,AES
105,18:c2:bf:62:ac:c0,BUFFALO.INC,WAP-A,40,802.11a/n/ac,-64,-95,AES
106,18:c2:bf:c3:08:60,BUFFALO.INC,FREESPOT,136,802.11a/n/ac,-64,-95,NONE
107,18:c2:bf:62:ac:d1,BUFFALO.INC,WAP-BITSsales_A,100,802.11a/n/ac,-64,-95,AES
108,18:c2:bf:c3:0e:b1,BUFFALO.INC,WAP-BITSsales_A,36,802.11a/n/ac,-65,-95,AES
109,18:c2:bf:62:ac:c4,BUFFALO.INC,.,40,802.11a/n/ac,-65,-95,AES
110,18:c2:bf:c3:0e:b3,BUFFALO.INC,'freespot'=SecurityPassword(AES),36,802.11a/n/ac,-65,-95,AES
111,18:c2:bf:c3:0e:c1,BUFFALO.INC,WAP-BITSsales_A,140,802.11a/n/ac,-65,-95,AES
112,18:c2:bf:c3:0e:c0,BUFFALO.INC,WAP-A,140,802.11a/n/ac,-65,-95,AES
113,18:c2:bf:c3:0e:b2,BUFFALO.INC,FREESPOT,36,802.11a/n/ac,-65,-95,NONE
114,18:c2:bf:c3:0e:b0,BUFFALO.INC,WAP-A,36,802.11a/n/ac,-65,-95,AES
115,18:c2:bf:c3:0e:b4,BUFFALO.INC,.,36,802.11a/n/ac,-65,-95,AES
116,18:c2:bf:c3:0e:c4,BUFFALO.INC,.,140,802.11a/n/ac,-66,-95,AES
117,52:41:b9:05:0a:7b,<Random MAC>,IODATA-050a78-5G-2,116(80MHz),802.11a/n/ac,-66,-95,AES
118,18:c2:bf:62:ac:c3,BUFFALO.INC,'freespot'=SecurityPassword(AES),40,802.11a/n/ac,-66,-95,AES
119,50:c4:dd:b4:08:38,BUFFALO.INC,DTKY_DiRAS,100(80MHz),802.11a/n/ac,-66,-95,AES
120,50:c4:dd:b4:08:30,BUFFALO.INC,DTKY_DiRAS,40(80MHz),802.11a/n/ac,-66,-95,AES
121,18:c2:bf:62:ac:d3,BUFFALO.INC,'freespot'=SecurityPassword(AES),100,802.11a/n/ac,-66,-95,AES
122,18:c2:bf:62:de:b0,BUFFALO.INC,WAP-A,140,802.11a/n/ac,-67,-95,AES
123,18:c2:bf:c3:08:61,BUFFALO.INC,'freespot'=SecurityPassword(AES),136,802.11a/n/ac,-67,-95,AES
124,18:c2:bf:62:ac:c1,BUFFALO.INC,WAP-BITSsales_A,40,802.11a/n/ac,-67,-95,AES
125,18:c2:bf:62:ac:c2,BUFFALO.INC,FREESPOT,40,802.11a/n/ac,-67,-95,NONE
126,18:c2:bf:c3:0e:c2,BUFFALO.INC,FREESPOT,140,802.11a/n/ac,-67,-95,NONE
127,18:c2:bf:c3:08:51,BUFFALO.INC,'freespot'=SecurityPassword(AES),36,802.11a/n/ac,-68,-95,AES
128,18:c2:bf:c3:08:50,BUFFALO.INC,FREESPOT,36,802.11a/n/ac,-68,-95,NONE
129,18:c2:bf:62:de:b3,BUFFALO.INC,'freespot'=SecurityPassword(AES),140,802.11a/n/ac,-69,-95,AES
130,18:c2:bf:62:de:b5,BUFFALO.INC,.,140,802.11a/n/ac,-70,-95,AES
131,18:c2:bf:62:de:b2,BUFFALO.INC,FREESPOT,140,802.11a/n/ac,-70,-95,NONE
132,18:c2:bf:62:de:a4,BUFFALO.INC,WAP-Drkeihi,48,802.11a/n/ac,-70,-95,AES
133,50:41:b9:05:0a:7a,"I-O DATA DEVICE,INC.",IODATA-050a78-5G-1,36(80MHz),802.11a/n/ac,-71,-95,AES
134,52:41:b9:15:0a:7a,<Random MAC>,IO-Guest-050a78-5G-1,36(80MHz),802.11a/n/ac,-71,-95,AES
135,18:c2:bf:62:de:b1,BUFFALO.INC,WAP-BITSsales_A,140,802.11a/n/ac,-71,-95,AES
136,18:c2:bf:62:de:a3,BUFFALO.INC,'freespot'=SecurityPassword(AES),48,802.11a/n/ac,-72,-95,AES
137,18:c2:bf:62:de:b4,BUFFALO.INC,WAP-Drkeihi,140,802.11a/n/ac,-72,-95,AES
138,18:c2:bf:62:de:a0,BUFFALO.INC,WAP-A,48,802.11a/n/ac,-73,-95,AES
139,d0:15:a6:7c:29:90,"Aruba, a Hewlett Packard Enterprise Company",7bc759ee0ccd298abb735618e76b2d6,52(80MHz),802.11a/n/ac,-73,-95,AES
140,18:c2:bf:62:de:a2,BUFFALO.INC,FREESPOT,48,802.11a/n/ac,-73,-95,NONE
141,18:c2:bf:62:de:a1,BUFFALO.INC,WAP-BITSsales_A,48,802.11a/n/ac,-74,-95,AES
142,90:96:f3:72:ae:49,BUFFALO.INC,'freespot'=SecurityPassword(AES),36(80MHz),802.11a/n/ac,-74,-95,TKIP/AES
143,90:96:f3:72:ae:48,BUFFALO.INC,FREESPOT,36(80MHz),802.11a/n/ac,-74,-95,NONE
144,18:c2:bf:62:de:a5,BUFFALO.INC,.,48,802.11a/n/ac,-75,-95,AES
145,d0:15:a6:7c:29:93,"Aruba, a Hewlett Packard Enterprise Company",DTKY_DEV,52(80MHz),802.11a/n/ac,-78,-95,AES
146,18:c2:bf:62:ca:44,BUFFALO.INC,.,140,802.11a/n/ac,-78,-95,AES
147,18:c2:bf:62:ca:41,BUFFALO.INC,WAP-BITSsales_A,140,802.11a/n/ac,-78,-95,AES
148,18:c2:bf:62:ca:40,BUFFALO.INC,WAP-A,140,802.11a/n/ac,-78,-95,AES
149,18:c2:bf:62:ca:42,BUFFALO.INC,FREESPOT,140,802.11a/n/ac,-78,-95,NONE
150,d0:15:a6:7c:29:92,"Aruba, a Hewlett Packard Enterprise Company",DTKY_BIZ,52(80MHz),802.11a/n/ac,-79,-95,AES
151,18:c2:bf:62:ca:43,BUFFALO.INC,'freespot'=SecurityPassword(AES),140,802.11a/n/ac,-79,-95,AES
152,18:c2:bf:62:ca:32,BUFFALO.INC,FREESPOT,36,802.11a/n/ac,-79,-95,NONE
153,18:c2:bf:62:ca:30,BUFFALO.INC,WAP-A,36,802.11a/n/ac,-79,-95,AES
154,18:c2:bf:62:ca:34,BUFFALO.INC,.,36,802.11a/n/ac,-80,-95,AES
155,18:c2:bf:62:ca:33,BUFFALO.INC,'freespot'=SecurityPassword(AES),36,802.11a/n/ac,-80,-95,AES
156,18:c2:bf:62:ca:31,BUFFALO.INC,WAP-BITSsales_A,36,802.11a/n/ac,-80,-95,AES
157,34:3d:c4:df:16:6c,BUFFALO.INC,MI0024_A,36(80MHz),802.11a/n/ac,-86,-95,AES
158,d4:2c:46:34:d9:08,BUFFALO.INC,Buffalo-D900,48(80MHz),802.11a/n/ac/ax,-87,-95,AES
159,18:c2:bf:62:d6:41,BUFFALO.INC,WAP-BITSsales_A,100,802.11a/n/ac,-87,-95,AES
160,18:c2:bf:62:d6:32,BUFFALO.INC,FREESPOT,44,802.11a/n/ac,-87,-95,NONE
161,18:c2:bf:62:d6:44,BUFFALO.INC,.,100,802.11a/n/ac,-88,-95,AES
162,18:c2:bf:62:d6:33,BUFFALO.INC,'freespot'=SecurityPassword(AES),44,802.11a/n/ac,-89,-95,AES
163,18:c2:bf:62:d6:34,BUFFALO.INC,.,44,802.11a/n/ac,-89,-95,AES
