"Photon energy, eV","n","k"
16.766628454582296,0.8007,1.5497
16.806629628593853,0.79611,1.5404
16.846364312825212,0.79165,1.5313
16.886287325919632,0.7873,1.5223
16.92640000997962,0.78306,1.5136
16.966239368487994,0.77892,1.505
17.006033444860467,0.77488,1.4965
17.046014632996457,0.77093,1.4882
17.085948795300723,0.76707,1.48
17.125833945673754,0.7633,1.472
17.165905746202903,0.75959,1.4641
17.205687959075732,0.75597,1.4564
17.245654991876776,0.7524,1.4488
17.285567141118367,0.74891,1.4413
17.32542235168102,0.74547,1.4339
17.365461774738392,0.74209,1.4267
17.405442341765713,0.73877,1.4195
17.445361957661422,0.7355,1.4125
17.485218513157854,0.73227,1.4056
17.525009884956212,0.72909,1.3988
17.56498277747708,0.72595,1.3921
17.604888454988174,0.72285,1.3855
17.644724754593156,0.71979,1.379
17.684741746034646,0.71676,1.3726
17.724687267062148,0.71377,1.3663
17.76455911525507,0.71081,1.3601
17.804610752067855,0.70788,1.354
17.844329735193753,0.70498,1.3479
17.884484303368154,0.7021,1.342
17.92430172082227,0.69924,1.3361
17.964296830215705,0.69641,1.3303
18.004209373997984,0.6936,1.3245
18.04403705802476,0.69082,1.3188
18.084041340883857,0.68805,1.3132
18.123958460597247,0.6853,1.3077
18.163786084340483,0.68256,1.3022
18.20378913698626,0.67984,1.2968
18.243700328590304,0.67714,1.2915
18.283517287957842,0.67445,1.2862
18.323508428869076,0.67177,1.281
18.36340291083723,0.66911,1.2758
18.40319832466487,0.66645,1.2707
18.443166594734063,0.66381,1.2656
18.48303330845255,0.66118,1.2606
18.52307274715765,0.65856,1.2556
18.563008104849413,0.65594,1.2507
18.602836909299562,0.65334,1.2458
18.64283699467705,0.65074,1.241
18.682727940735003,0.64815,1.2362
18.72278996588691,0.64557,1.2314
18.762740228979983,0.64299,1.2267
18.802576195495863,0.64042,1.222
18.842581676762876,0.63786,1.2174
18.882470177593962,0.6353,1.2128
18.922239127191936,0.63275,1.2082
18.962175947556737,0.6302,1.2037
19.001990472213663,0.62766,1.1992
19.041972544285866,0.62512,1.1947
19.081829539530542,0.62259,1.1902
19.121853735113085,0.62006,1.1858
19.16175003602555,0.61754,1.1814
19.201813166240722,0.61502,1.1771
19.241745547156004,0.61251,1.1727
19.281544498320383,0.61,1.1684
19.321508428228537,0.60749,1.1641
19.361336014038717,0.60499,1.1598
19.401328132869057,0.60249,1.1555
19.44118095667509,0.59999,1.1513
19.4811978431406,0.5975,1.1471
19.52107244707378,0.59502,1.1429
19.561110618478097,0.59254,1.1387
19.60100348327374,0.59006,1.1345
19.640748254776117,0.58759,1.1304
19.68065453396929,0.58512,1.1262
19.72072330731664,0.58265,1.1221
19.760640618570953,0.5802,1.118
19.800403633693676,0.57774,1.1139
19.840326996383435,0.57529,1.1098
19.88041167852156,0.57285,1.1057
19.920338597863065,0.57041,1.1016
19.960104873639597,0.56798,1.0975
20.000030235046413,0.56556,1.0935
20.040115638633818,0.56314,1.0894
20.08003683425374,0.56073,1.0854
20.11979089513651,0.55832,1.0814
20.159702676883256,0.55592,1.0773
20.19977311997584,0.55353,1.0733
20.239672766512083,0.55114,1.0693
20.279398644558167,0.54877,1.0653
20.319613785190963,0.5464,1.0613
20.359320081628248,0.54404,1.0573
20.39918186102103,0.54169,1.0533
20.439200038427252,0.53935,1.0493
20.479037268854633,0.53701,1.0453
20.519030092860405,0.53469,1.0413
20.558838515114285,0.53238,1.0373
20.598801700132864,0.53007,1.0333
20.638920552178135,0.52778,1.0293
20.678851082125473,0.5255,1.0253
20.71859019302492,0.52323,1.0213
20.758482333467228,0.52098,1.0173
20.798528389099463,0.51873,1.0133
20.838379009899445,0.5165,1.0094
20.878382633891235,0.51428,1.0054
20.918187213493905,0.51207,1.0014
20.95814385765234,0.50988,0.99738
20.998253439427508,0.50771,0.99339
21.038159848149544,0.50554,0.98939
21.07785988798404,0.5034,0.98539
21.117710042939095,0.50126,0.98139
21.15771116605797,0.49915,0.97739
21.19786411685953,0.49705,0.97339
21.237805963291546,0.49496,0.96938
21.27753345342367,0.4929,0.96538
21.317409850776244,0.49085,0.96137
21.357435994125908,0.48882,0.95736
21.397243447656308,0.48681,0.95335
21.43719957000825,0.48482,0.94933
21.47730519558961,0.48284,0.94532
21.517187732441247,0.48089,0.9413
21.556843855185555,0.47895,0.93728
21.597022615854883,0.47704,0.93326
21.636973828679576,0.47515,0.92924
21.676694133101336,0.47328,0.92522
21.71656053967276,0.47143,0.92119
21.756573855984648,0.4696,0.91717
21.796351710194557,0.4678,0.91315
21.836275283661163,0.46601,0.90912
21.87634537857957,0.46425,0.9051
21.916175392968203,0.46252,0.90107
21.95615070801674,0.46081,0.89705
21.996272120267488,0.45912,0.89302
22.036148768857476,0.45746,0.889
22.075777190160732,0.45582,0.88498
22.115942889548833,0.4542,0.88096
22.155859083827682,0.45261,0.87695
22.19552227588609,0.45105,0.87294
22.235726507487527,0.44951,0.86893
22.27567642844818,0.448,0.86492
22.31536850847727,0.44652,0.86092
22.35520229225937,0.44506,0.85692
22.395178539991278,0.44363,0.85293
22.43529801731714,0.44222,0.84895
22.475154071077625,0.44084,0.84497
22.51515198450973,0.43949,0.84099
22.554882196307027,0.43817,0.83703
22.59475287174015,0.43687,0.83307
22.634764757028574,0.4356,0.82912
22.674918603686923,0.43435,0.82518
22.714799009416797,0.43314,0.82125
22.754402333192576,0.43195,0.81733
22.794563066829628,0.43078,0.81342
22.83444526089834,0.42965,0.80953
22.87446725823765,0.42853,0.80564
22.914206297238803,0.42745,0.80177
22.95408365110892,0.42639,0.79791
22.99410004323066,0.42536,0.79406
23.033828270774837,0.42435,0.79023
23.074123431243315,0.42337,0.78641
23.11369799837805,0.42241,0.78261
23.15384093394706,0.42148,0.77883
23.193689657493962,0.42057,0.77506
23.233675780132618,0.41969,0.77131
23.273363135753517,0.41882,0.76758
23.313624684210474,0.41798,0.76387
23.353585879280413,0.41717,0.76017
23.393242911905606,0.41637,0.7565
23.433034857890704,0.4156,0.75284
23.472962406872345,0.41484,0.74921
23.51302625319547,0.4141,0.74559
23.55277966472896,0.41339,0.742
23.59311667391671,0.41269,0.73843
23.632691121952558,0.41201,0.73488
23.672850542845634,0.41134,0.73135
23.712693155548276,0.41069,0.72784
23.752670108643954,0.41006,0.72436
23.7923255038475,0.40944,0.7209
23.832571638140767,0.40883,0.71746
23.8724944995956,0.40824,0.71405
23.912090151031766,0.40766,0.71066
23.95228009062452,0.40708,0.70729
23.992141074965595,0.40652,0.70394
24.03213495243351,0.40597,0.70062
24.071795020599485,0.40542,0.69732
24.112055121178475,0.40489,0.69404
24.151979630485968,0.40435,0.69078
24.191564541784494,0.40383,0.68755
24.23175300650817,0.40331,0.68434
24.271600061293547,0.40279,0.68115
24.311578382112966,0.40227,0.67798
24.351210337444705,0.40176,0.67483
24.39145156166507,0.40125,0.6717
24.431344571825434,0.40074,0.66858
24.47136828838443,0.40023,0.66549
24.511038774509164,0.39972,0.66242
24.55083808896848,0.3992,0.65936
24.590766860330376,0.39869,0.65632
24.63082572125866,0.39817,0.6533
24.670524401683323,0.39765,0.65029
24.710843750368657,0.39712,0.6473
24.750800996765957,0.3966,0.64432
24.79039198470392,0.39606,0.64136
24.83060711229266,0.39552,0.6384
24.87045403055037,0.39498,0.63546
24.91042904305628,0.39443,0.63253
24.95003067496422,0.39387,0.62961
24.990262115393087,0.39331,0.62669
25.030118188133343,0.39274,0.62379
25.070101593994483,0.39216,0.62089
25.109704403487395,0.39158,0.61799
25.149942681873444,0.39099,0.6151
25.189798340735415,0.39039,0.61222
25.229780520349134,0.38978,0.60934
25.269374795291903,0.38917,0.60646
25.309610189050098,0.38856,0.60358
25.349455619116686,0.38793,0.6007
25.3894267059365,0.3873,0.59782
25.429002488483643,0.38667,0.59494
25.469225027341764,0.38603,0.59206
25.5090501672907,0.38538,0.58918
25.549000048034063,0.38473,0.58629
25.589075256563135,0.38407,0.58339
25.628746601298076,0.38341,0.58049
25.66854114386562,0.38275,0.57759
25.70845945903741,0.38208,0.57468
25.74850212516608,0.38141,0.57176
25.788669724213182,0.38074,0.56883
25.82842477201419,0.38006,0.56589
25.868302579461226,0.37939,0.56294
25.90830371603797,0.37872,0.55999
25.948428754756016,0.37804,0.55702
25.98813352752153,0.37737,0.55404
26.027959994352834,0.3767,0.55105
26.067908715592218,0.37603,0.54805
26.107980255027417,0.37536,0.54503
26.14762372843067,0.3747,0.54201
26.187940907633433,0.37404,0.53896
26.22782776973678,0.37339,0.53591
26.2672798104065,0.37275,0.53284
26.307408906002614,0.37211,0.52976
26.347660801389743,0.37148,0.52666
26.387474446239246,0.37085,0.52355
26.42740859705845,0.37024,0.52042
26.466898800960553,0.36964,0.51728
26.50707389427881,0.36905,0.51412
26.546802722058004,0.36846,0.51095
26.586650819809517,0.3679,0.50777
26.6266187254316,0.36734,0.50456
26.666706980061882,0.3668,0.50135
26.70691612810178,0.36627,0.49812
26.746669708359338,0.36576,0.49487
26.786541812448625,0.36527,0.49161
26.826532971222647,0.36479,0.48833
26.86606154696737,0.36433,0.48504
26.906290675585872,0.36389,0.48173
26.946054818981946,0.36347,0.47841
26.985936669227694,0.36306,0.47507
27.025936749738364,0.36268,0.47172
27.066055587037134,0.36232,0.46836
27.105701106906217,0.36199,0.46498
27.146057283975153,0.36167,0.46159
27.185937690895873,0.36138,0.45819
27.225337600592823,0.36112,0.45478
27.26545146198837,0.36088,0.45135
27.30568370547939,0.36066,0.44791
27.345431723224465,0.36047,0.44446
27.3852956295224,0.36031,0.441
27.425275931936763,0.36017,0.43753
27.465373140999446,0.36007,0.43405
27.504977579053556,0.35999,0.43056
27.544696399426755,0.35994,0.42706
27.585143824389203,0.35993,0.42355
27.625094679953595,0.35994,0.42003
27.66454413126709,0.35999,0.41651
27.704725472179952,0.36006,0.41298
27.744402844857618,0.36017,0.40945
27.784194028572006,0.36031,0.4059
27.824723946475395,0.36049,0.40236
27.86411979348699,0.3607,0.39881
27.904255363949343,0.36094,0.39526
27.943876903491113,0.36122,0.3917
27.984242734025443,0.36154,0.38815
28.02409191110251,0.36188,0.38459
28.06405473937837,0.36227,0.38103
28.10413170575295,0.36269,0.37748
28.143684440255075,0.36315,0.37392
28.183989323520652,0.36364,0.37037
28.22376731387004,0.36418,0.36682
28.263657745708553,0.36475,0.36327
28.303661096472943,0.36535,0.35973
28.343129899666174,0.366,0.3562
28.383358690787905,0.36668,0.35267
28.423050235689168,0.3674,0.34915
28.462852946074314,0.36816,0.34564
28.502767289615786,0.36896,0.34214
28.54279373661304,0.3698,0.33865
28.582932760011,0.37067,0.33517
28.622524051319278,0.37159,0.3317
28.662887792005666,0.37254,0.32825
28.70270104479575,0.37352,0.32482
28.742625054038324,0.37455,0.32139
28.782660282547056,0.37562,0.31799
28.82213716277279,0.37672,0.3146
28.862394355541518,0.37786,0.31123
28.90209040820078,0.37903,0.30788
28.941895803613463,0.38024,0.30455
28.981810994179458,0.38149,0.30125
29.021836434797805,0.38277,0.29796
29.061972582884,0.38409,0.2947
29.10153681182511,0.38544,0.29146
29.14189386134674,0.38683,0.28825
29.181676144020457,0.38825,0.28507
29.221567190624267,0.3897,0.28191
29.261567447806215,0.39118,0.27877
29.301677364663274,0.3927,0.27567
29.341203008590426,0.39424,0.2726
29.381531691809972,0.39582,0.26955
29.42127320972443,0.39742,0.26654
29.461122382164174,0.39906,0.26356
29.50107964715533,0.40072,0.26061
29.541145445103577,0.4024,0.25769
29.58061445652997,0.40412,0.25481
29.620896727691836,0.40585,0.25195
29.66057927635696,0.40761,0.24914
29.700368291555808,0.4094,0.24635
29.740264202331485,0.4112,0.2436
29.780267440035477,0.41303,0.24089
29.820378438343244,0.41487,0.23821
29.86059763326984,0.41674,0.23557
29.90020436818109,0.41862,0.23296
29.939916310424696,0.42052,0.23039
29.980458815886763,0.42244,0.22786
30.019657498147676,0.42437,0.22536
30.05968758985107,0.42632,0.2229
30.099824581364793,0.42828,0.22047
30.140068901473093,0.43025,0.21808
30.179686342704763,0.43224,0.21573
30.21940807085398,0.43424,0.21341
30.25923449824272,0.43624,0.21113
30.29916603936943,0.43826,0.20889
30.339203110923435,0.44028,0.20668
30.379346131799398,0.44231,0.20451
30.418849194803535,0.44435,0.20237
30.45920339837851,0.44639,0.20027
30.498914551092128,0.44844,0.1982
30.538729385723713,0.4505,0.19617
30.578648308859005,0.45255,0.19418
30.618671729212384,0.45461,0.19222
30.65880005764088,0.45668,0.19029
30.699033707158172,0.45874,0.18839
30.738610991223428,0.4608,0.18653
30.778290453317705,0.46287,0.1847
30.818072489647214,0.46494,0.18291
30.85795749846928,0.467,0.18115
30.897945880105592,0.46907,0.17942
30.938038036955636,0.47113,0.17772
30.97823437351016,0.47319,0.17605
31.01775928977777,0.47524,0.17441
