"Wavelength, µm","n","k"
0.033576,0.67142,0.11329
0.033613,0.67099,0.11313
0.033649,0.67055,0.11297
0.033685,0.67009,0.11281
0.033722,0.66961,0.11265
0.033759,0.66912,0.1125
0.033795,0.66862,0.11234
0.033832,0.6681,0.11219
0.033869,0.66757,0.11204
0.033906,0.66702,0.11189
0.033943,0.66646,0.11174
0.03398,0.66588,0.1116
0.034018,0.66529,0.11145
0.034055,0.66468,0.11131
0.034092,0.66406,0.11118
0.03413,0.66343,0.11105
0.034167,0.66278,0.11092
0.034205,0.66212,0.11079
0.034243,0.66145,0.11067
0.03428,0.66076,0.11055
0.034318,0.66006,0.11044
0.034356,0.65934,0.11033
0.034394,0.65861,0.11022
0.034432,0.65787,0.11012
0.034471,0.65711,0.11002
0.034509,0.65635,0.10993
0.034547,0.65556,0.10984
0.034586,0.65477,0.10976
0.034624,0.65396,0.10968
0.034663,0.65314,0.10961
0.034702,0.65231,0.10954
0.034741,0.65147,0.10948
0.034779,0.65061,0.10943
0.034818,0.64974,0.10938
0.034857,0.64886,0.10933
0.034897,0.64796,0.10929
0.034936,0.64705,0.10926
0.034975,0.64613,0.10924
0.035015,0.6452,0.10922
0.035054,0.64426,0.1092
0.035094,0.6433,0.1092
0.035134,0.64234,0.10919
0.035173,0.64136,0.1092
0.035213,0.64037,0.10921
0.035253,0.63936,0.10923
0.035293,0.63835,0.10926
0.035333,0.63732,0.10929
0.035374,0.63628,0.10933
0.035414,0.63523,0.10938
0.035454,0.63417,0.10944
0.035495,0.6331,0.1095
0.035535,0.63201,0.10957
0.035576,0.63092,0.10965
0.035617,0.62981,0.10973
0.035658,0.62869,0.10983
0.035699,0.62756,0.10993
0.03574,0.62642,0.11004
0.035781,0.62527,0.11016
0.035822,0.6241,0.11028
0.035864,0.62293,0.11041
0.035905,0.62174,0.11056
0.035947,0.62054,0.11071
0.035988,0.61933,0.11087
0.03603,0.61811,0.11103
0.036072,0.61688,0.11121
0.036114,0.61564,0.1114
0.036156,0.61439,0.11159
0.036198,0.61312,0.1118
0.03624,0.61185,0.11201
0.036283,0.61056,0.11223
0.036325,0.60926,0.11246
0.036368,0.60795,0.1127
0.03641,0.60663,0.11295
0.036453,0.6053,0.11322
0.036496,0.60396,0.11349
0.036539,0.6026,0.11377
0.036582,0.60124,0.11406
0.036625,0.59986,0.11436
0.036668,0.59848,0.11467
0.036712,0.59708,0.11499
0.036755,0.59567,0.11533
0.036799,0.59425,0.11567
0.036842,0.59282,0.11603
0.036886,0.59138,0.11639
0.03693,0.58992,0.11677
0.036974,0.58846,0.11716
0.037018,0.58698,0.11756
0.037062,0.5855,0.11797
0.037106,0.584,0.1184
0.037151,0.58249,0.11883
0.037195,0.58097,0.11928
0.03724,0.57944,0.11974
0.037285,0.5779,0.12021
0.037329,0.57635,0.1207
0.037374,0.57479,0.1212
0.037419,0.57321,0.12171
0.037464,0.57163,0.12224
0.03751,0.57003,0.12278
0.037555,0.56842,0.12333
0.0376,0.5668,0.1239
0.037646,0.56518,0.12448
0.037692,0.56353,0.12508
0.037738,0.56188,0.12569
0.037783,0.56022,0.12631
0.037829,0.55855,0.12695
0.037876,0.55686,0.12761
0.037922,0.55517,0.12828
0.037968,0.55346,0.12896
0.038015,0.55175,0.12967
0.038061,0.55002,0.13039
0.038108,0.54828,0.13112
0.038155,0.54653,0.13187
0.038202,0.54477,0.13264
0.038249,0.543,0.13343
0.038296,0.54122,0.13423
0.038343,0.53943,0.13506
0.038391,0.53763,0.1359
0.038438,0.53582,0.13676
0.038486,0.534,0.13763
0.038533,0.53217,0.13853
0.038581,0.53032,0.13945
0.038629,0.52847,0.14038
0.038677,0.52661,0.14134
0.038726,0.52474,0.14232
0.038774,0.52285,0.14331
0.038822,0.52096,0.14433
0.038871,0.51906,0.14537
0.03892,0.51715,0.14643
0.038969,0.51523,0.14751
0.039018,0.5133,0.14862
0.039067,0.51137,0.14975
0.039116,0.50942,0.1509
0.039165,0.50747,0.15208
0.039215,0.5055,0.15328
0.039264,0.50353,0.1545
0.039314,0.50156,0.15575
0.039364,0.49957,0.15702
0.039414,0.49758,0.15832
0.039464,0.49557,0.15965
0.039514,0.49357,0.161
0.039564,0.49155,0.16238
0.039615,0.48953,0.16378
0.039665,0.48751,0.16521
0.039716,0.48547,0.16667
0.039767,0.48344,0.16816
0.039818,0.4814,0.16968
0.039869,0.47935,0.17123
0.03992,0.4773,0.17281
0.039972,0.47524,0.17441
0.040023,0.47319,0.17605
0.040075,0.47113,0.17772
0.040127,0.46907,0.17942
0.040179,0.467,0.18115
0.040231,0.46494,0.18291
0.040283,0.46287,0.1847
0.040335,0.4608,0.18653
0.040387,0.45874,0.18839
0.04044,0.45668,0.19029
0.040493,0.45461,0.19222
0.040546,0.45255,0.19418
0.040599,0.4505,0.19617
0.040652,0.44844,0.1982
0.040705,0.44639,0.20027
0.040759,0.44435,0.20237
0.040812,0.44231,0.20451
0.040866,0.44028,0.20668
0.04092,0.43826,0.20889
0.040974,0.43624,0.21113
0.041028,0.43424,0.21341
0.041082,0.43224,0.21573
0.041136,0.43025,0.21808
0.041191,0.42828,0.22047
0.041246,0.42632,0.2229
0.041301,0.42437,0.22536
0.041355,0.42244,0.22786
0.041411,0.42052,0.23039
0.041466,0.41862,0.23296
0.041521,0.41674,0.23557
0.041577,0.41487,0.23821
0.041633,0.41303,0.24089
0.041689,0.4112,0.2436
0.041745,0.4094,0.24635
0.041801,0.40761,0.24914
0.041857,0.40585,0.25195
0.041914,0.40412,0.25481
0.04197,0.4024,0.25769
0.042027,0.40072,0.26061
0.042084,0.39906,0.26356
0.042141,0.39742,0.26654
0.042198,0.39582,0.26955
0.042256,0.39424,0.2726
0.042313,0.3927,0.27567
0.042371,0.39118,0.27877
0.042429,0.3897,0.28191
0.042487,0.38825,0.28507
0.042545,0.38683,0.28825
0.042604,0.38544,0.29146
0.042662,0.38409,0.2947
0.042721,0.38277,0.29796
0.04278,0.38149,0.30125
0.042839,0.38024,0.30455
0.042898,0.37903,0.30788
0.042957,0.37786,0.31123
0.043017,0.37672,0.3146
0.043076,0.37562,0.31799
0.043136,0.37455,0.32139
0.043196,0.37352,0.32482
0.043256,0.37254,0.32825
0.043317,0.37159,0.3317
0.043377,0.37067,0.33517
0.043438,0.3698,0.33865
0.043499,0.36896,0.34214
0.04356,0.36816,0.34564
0.043621,0.3674,0.34915
0.043682,0.36668,0.35267
0.043744,0.366,0.3562
0.043805,0.36535,0.35973
0.043867,0.36475,0.36327
0.043929,0.36418,0.36682
0.043991,0.36364,0.37037
0.044054,0.36315,0.37392
0.044116,0.36269,0.37748
0.044179,0.36227,0.38103
0.044242,0.36188,0.38459
0.044305,0.36154,0.38815
0.044369,0.36122,0.3917
0.044432,0.36094,0.39526
0.044496,0.3607,0.39881
0.044559,0.36049,0.40236
0.044624,0.36031,0.4059
0.044688,0.36017,0.40945
0.044752,0.36006,0.41298
0.044817,0.35999,0.41651
0.044881,0.35994,0.42003
0.044946,0.35993,0.42355
0.045012,0.35994,0.42706
0.045077,0.35999,0.43056
0.045142,0.36007,0.43405
0.045208,0.36017,0.43753
0.045274,0.36031,0.441
0.04534,0.36047,0.44446
0.045406,0.36066,0.44791
0.045473,0.36088,0.45135
0.04554,0.36112,0.45478
0.045606,0.36138,0.45819
0.045673,0.36167,0.46159
0.045741,0.36199,0.46498
0.045808,0.36232,0.46836
0.045876,0.36268,0.47172
0.045944,0.36306,0.47507
0.046012,0.36347,0.47841
0.04608,0.36389,0.48173
0.046149,0.36433,0.48504
0.046217,0.36479,0.48833
0.046286,0.36527,0.49161
0.046355,0.36576,0.49487
0.046424,0.36627,0.49812
0.046494,0.3668,0.50135
0.046564,0.36734,0.50456
0.046634,0.3679,0.50777
0.046704,0.36846,0.51095
0.046774,0.36905,0.51412
0.046845,0.36964,0.51728
0.046915,0.37024,0.52042
0.046986,0.37085,0.52355
0.047057,0.37148,0.52666
0.047129,0.37211,0.52976
0.047201,0.37275,0.53284
0.047272,0.37339,0.53591
0.047344,0.37404,0.53896
0.047417,0.3747,0.54201
0.047489,0.37536,0.54503
0.047562,0.37603,0.54805
0.047635,0.3767,0.55105
0.047708,0.37737,0.55404
0.047781,0.37804,0.55702
0.047855,0.37872,0.55999
0.047929,0.37939,0.56294
0.048003,0.38006,0.56589
0.048077,0.38074,0.56883
0.048152,0.38141,0.57176
0.048227,0.38208,0.57468
0.048302,0.38275,0.57759
0.048377,0.38341,0.58049
0.048452,0.38407,0.58339
0.048528,0.38473,0.58629
0.048604,0.38538,0.58918
0.04868,0.38603,0.59206
0.048757,0.38667,0.59494
0.048833,0.3873,0.59782
0.04891,0.38793,0.6007
0.048987,0.38856,0.60358
0.049065,0.38917,0.60646
0.049142,0.38978,0.60934
0.04922,0.39039,0.61222
0.049298,0.39099,0.6151
0.049377,0.39158,0.61799
0.049455,0.39216,0.62089
0.049534,0.39274,0.62379
0.049613,0.39331,0.62669
0.049693,0.39387,0.62961
0.049772,0.39443,0.63253
0.049852,0.39498,0.63546
0.049932,0.39552,0.6384
0.050013,0.39606,0.64136
0.050093,0.3966,0.64432
0.050174,0.39712,0.6473
0.050256,0.39765,0.65029
0.050337,0.39817,0.6533
0.050419,0.39869,0.65632
0.050501,0.3992,0.65936
0.050583,0.39972,0.66242
0.050665,0.40023,0.66549
0.050748,0.40074,0.66858
0.050831,0.40125,0.6717
0.050915,0.40176,0.67483
0.050998,0.40227,0.67798
0.051082,0.40279,0.68115
0.051166,0.40331,0.68434
0.051251,0.40383,0.68755
0.051335,0.40435,0.69078
0.05142,0.40489,0.69404
0.051506,0.40542,0.69732
0.051591,0.40597,0.70062
0.051677,0.40652,0.70394
0.051763,0.40708,0.70729
0.05185,0.40766,0.71066
0.051936,0.40824,0.71405
0.052023,0.40883,0.71746
0.052111,0.40944,0.7209
0.052198,0.41006,0.72436
0.052286,0.41069,0.72784
0.052374,0.41134,0.73135
0.052463,0.41201,0.73488
0.052551,0.41269,0.73843
0.052641,0.41339,0.742
0.05273,0.4141,0.74559
0.05282,0.41484,0.74921
0.05291,0.4156,0.75284
0.053,0.41637,0.7565
0.05309,0.41717,0.76017
0.053181,0.41798,0.76387
0.053273,0.41882,0.76758
0.053364,0.41969,0.77131
0.053456,0.42057,0.77506
0.053548,0.42148,0.77883
0.053641,0.42241,0.78261
0.053733,0.42337,0.78641
0.053827,0.42435,0.79023
0.05392,0.42536,0.79406
0.054014,0.42639,0.79791
0.054108,0.42745,0.80177
0.054202,0.42853,0.80564
0.054297,0.42965,0.80953
0.054392,0.43078,0.81342
0.054488,0.43195,0.81733
0.054583,0.43314,0.82125
0.054679,0.43435,0.82518
0.054776,0.4356,0.82912
0.054873,0.43687,0.83307
0.05497,0.43817,0.83703
0.055067,0.43949,0.84099
0.055165,0.44084,0.84497
0.055263,0.44222,0.84895
0.055362,0.44363,0.85293
0.055461,0.44506,0.85692
0.05556,0.44652,0.86092
0.055659,0.448,0.86492
0.055759,0.44951,0.86893
0.05586,0.45105,0.87294
0.05596,0.45261,0.87695
0.056061,0.4542,0.88096
0.056163,0.45582,0.88498
0.056264,0.45746,0.889
0.056366,0.45912,0.89302
0.056469,0.46081,0.89705
0.056572,0.46252,0.90107
0.056675,0.46425,0.9051
0.056779,0.46601,0.90912
0.056883,0.4678,0.91315
0.056987,0.4696,0.91717
0.057092,0.47143,0.92119
0.057197,0.47328,0.92522
0.057302,0.47515,0.92924
0.057408,0.47704,0.93326
0.057515,0.47895,0.93728
0.057621,0.48089,0.9413
0.057728,0.48284,0.94532
0.057836,0.48482,0.94933
0.057944,0.48681,0.95335
0.058052,0.48882,0.95736
0.058161,0.49085,0.96137
0.05827,0.4929,0.96538
0.058379,0.49496,0.96938
0.058489,0.49705,0.97339
0.0586,0.49915,0.97739
0.058711,0.50126,0.98139
0.058822,0.5034,0.98539
0.058933,0.50554,0.98939
0.059045,0.50771,0.99339
0.059158,0.50988,0.99738
0.059271,0.51207,1.0014
0.059384,0.51428,1.0054
0.059498,0.5165,1.0094
0.059612,0.51873,1.0133
0.059727,0.52098,1.0173
0.059842,0.52323,1.0213
0.059957,0.5255,1.0253
0.060073,0.52778,1.0293
0.06019,0.53007,1.0333
0.060307,0.53238,1.0373
0.060424,0.53469,1.0413
0.060542,0.53701,1.0453
0.06066,0.53935,1.0493
0.060779,0.54169,1.0533
0.060898,0.54404,1.0573
0.061017,0.5464,1.0613
0.061138,0.54877,1.0653
0.061258,0.55114,1.0693
0.061379,0.55353,1.0733
0.061501,0.55592,1.0773
0.061623,0.55832,1.0814
0.061745,0.56073,1.0854
0.061868,0.56314,1.0894
0.061992,0.56556,1.0935
0.062116,0.56798,1.0975
0.06224,0.57041,1.1016
0.062365,0.57285,1.1057
0.062491,0.57529,1.1098
0.062617,0.57774,1.1139
0.062743,0.5802,1.118
0.06287,0.58265,1.1221
0.062998,0.58512,1.1262
0.063126,0.58759,1.1304
0.063254,0.59006,1.1345
0.063383,0.59254,1.1387
0.063513,0.59502,1.1429
0.063643,0.5975,1.1471
0.063774,0.59999,1.1513
0.063905,0.60249,1.1555
0.064037,0.60499,1.1598
0.064169,0.60749,1.1641
0.064302,0.61,1.1684
0.064435,0.61251,1.1727
0.064569,0.61502,1.1771
0.064704,0.61754,1.1814
0.064839,0.62006,1.1858
0.064975,0.62259,1.1902
0.065111,0.62512,1.1947
0.065248,0.62766,1.1992
0.065385,0.6302,1.2037
0.065523,0.63275,1.2082
0.065661,0.6353,1.2128
0.0658,0.63786,1.2174
0.06594,0.64042,1.222
0.06608,0.64299,1.2267
0.066221,0.64557,1.2314
0.066363,0.64815,1.2362
0.066505,0.65074,1.241
0.066648,0.65334,1.2458
0.066791,0.65594,1.2507
0.066935,0.65856,1.2556
0.06708,0.66118,1.2606
0.067225,0.66381,1.2656
0.067371,0.66645,1.2707
0.067517,0.66911,1.2758
0.067664,0.67177,1.281
0.067812,0.67445,1.2862
0.06796,0.67714,1.2915
0.068109,0.67984,1.2968
0.068259,0.68256,1.3022
0.068409,0.6853,1.3077
0.06856,0.68805,1.3132
0.068712,0.69082,1.3188
0.068864,0.6936,1.3245
0.069017,0.69641,1.3303
0.069171,0.69924,1.3361
0.069325,0.7021,1.342
0.069481,0.70498,1.3479
0.069636,0.70788,1.354
0.069793,0.71081,1.3601
0.06995,0.71377,1.3663
0.070108,0.71676,1.3726
0.070267,0.71979,1.379
0.070426,0.72285,1.3855
0.070586,0.72595,1.3921
0.070747,0.72909,1.3988
0.070908,0.73227,1.4056
0.07107,0.7355,1.4125
0.071233,0.73877,1.4195
0.071397,0.74209,1.4267
0.071562,0.74547,1.4339
0.071727,0.74891,1.4413
0.071893,0.7524,1.4488
0.07206,0.75597,1.4564
0.072227,0.75959,1.4641
0.072396,0.7633,1.472
0.072565,0.76707,1.48
0.072735,0.77093,1.4882
0.072906,0.77488,1.4965
0.073077,0.77892,1.505
0.073249,0.78306,1.5136
0.073423,0.7873,1.5223
0.073597,0.79165,1.5313
0.073771,0.79611,1.5404
0.073947,0.8007,1.5497
0.074124,0.80542,1.5591
0.074301,0.81029,1.5688
0.074479,0.8153,1.5786
0.074658,0.82046,1.5887
0.074838,0.82579,1.5989
0.075019,0.83131,1.6093
0.0752,0.837,1.62
0.075383,0.8429,1.6308
0.075566,0.84901,1.6419
0.075751,0.85535,1.6532
0.075936,0.86193,1.6647
0.076122,0.86876,1.6764
0.076309,0.87586,1.6884
0.076497,0.88324,1.7006
0.076686,0.89094,1.7131
0.076876,0.89896,1.7258
0.077066,0.90732,1.7388
0.077258,0.91605,1.752
0.077451,0.92517,1.7655
0.077644,0.93471,1.7792
0.077839,0.94469,1.7932
0.078035,0.95514,1.8074
0.078231,0.96608,1.8219
0.078429,0.97756,1.8367
0.078627,0.98959,1.8517
0.078827,1.0022,1.8669
0.079027,1.0155,1.8824
0.079229,1.0295,1.898
0.079432,1.0441,1.9139
0.079635,1.0595,1.93
0.07984,1.0758,1.9463
0.080046,1.0929,1.9627
0.080253,1.1109,1.9792
0.08046,1.1298,1.9958
0.080669,1.1498,2.0125
0.08088,1.1708,2.0292
0.081091,1.193,2.0458
0.081303,1.2163,2.0624
0.081516,1.2409,2.0787
0.081731,1.2668,2.0948
0.081947,1.294,2.1106
0.082163,1.3226,2.1259
0.082381,1.3527,2.1407
0.0826,1.3842,2.1549
0.082821,1.4173,2.1682
0.083042,1.4519,2.1806
0.083265,1.4881,2.1919
0.083489,1.5258,2.202
0.083714,1.5651,2.2105
0.08394,1.6058,2.2175
0.084167,1.648,2.2226
0.084396,1.6914,2.2256
0.084626,1.7361,2.2264
0.084857,1.7817,2.2247
0.08509,1.8282,2.2204
0.085323,1.8752,2.2133
0.085558,1.9226,2.2032
0.085795,1.9699,2.19
0.086032,2.0169,2.1737
0.086271,2.0632,2.1542
0.086512,2.1085,2.1316
0.086753,2.1523,2.1059
0.086996,2.1942,2.0772
0.087241,2.234,2.0458
0.087486,2.2712,2.0119
0.087734,2.3055,1.9758
0.087982,2.3366,1.9379
0.088232,2.3643,1.8985
0.088483,2.3882,1.8581
0.088736,2.4081,1.8173
0.088991,2.424,1.7768
0.089246,2.4357,1.7377
0.089503,2.4439,1.7022
0.089762,2.4514,1.6736
0.090022,2.4661,1.6542
0.090284,2.4994,1.6341
0.090547,2.5419,1.5936
0.090812,2.5714,1.5384
0.091078,2.5879,1.4856
0.091346,2.601,1.4395
0.091616,2.6182,1.3965
0.091887,2.6415,1.3467
0.092159,2.6579,1.2796
0.092434,2.6485,1.2097
0.092709,2.6234,1.1578
0.092987,2.5982,1.1216
0.093266,2.5768,1.093
0.093547,2.558,1.0676
0.09383,2.5409,1.0439
0.094114,2.5248,1.0213
0.0944,2.5094,0.99947
0.094688,2.4944,0.97848
0.094978,2.4797,0.95832
0.095269,2.4654,0.93897
0.095562,2.4513,0.92043
0.095857,2.4374,0.90266
0.096154,2.4238,0.88565
0.096452,2.4104,0.86936
0.096753,2.3973,0.85376
0.097055,2.3844,0.83883
0.097359,2.3717,0.82452
0.097666,2.3592,0.81081
0.097974,2.3469,0.79766
0.098284,2.3349,0.78504
0.098596,2.3231,0.77293
0.09891,2.3115,0.76129
0.099226,2.3001,0.7501
0.099544,2.2889,0.73933
0.099864,2.2779,0.72896
0.10019,2.2672,0.71896
0.10051,2.2566,0.70931
0.10084,2.2463,0.7
0.10116,2.2361,0.69099
0.1015,2.2261,0.68228
0.10183,2.2163,0.67385
0.10216,2.2066,0.66568
0.1025,2.1972,0.65775
0.10284,2.1879,0.65005
0.10318,2.1787,0.64257
0.10353,2.1697,0.63529
0.10387,2.1608,0.62821
0.10422,2.1521,0.62131
0.10457,2.1435,0.61459
0.10492,2.135,0.60802
0.10528,2.1267,0.60161
0.10564,2.1185,0.59535
0.106,2.1103,0.58922
0.10636,2.1023,0.58322
0.10673,2.0944,0.57735
0.1071,2.0865,0.57159
0.10747,2.0788,0.56595
0.10784,2.0711,0.56041
0.10821,2.0635,0.55497
0.10859,2.056,0.54963
0.10897,2.0486,0.54437
0.10936,2.0412,0.53921
0.10974,2.0338,0.53413
0.11013,2.0266,0.52914
0.11053,2.0193,0.52421
0.11092,2.0121,0.51937
0.11132,2.005,0.51459
0.11172,1.9978,0.50989
0.11212,1.9908,0.50525
0.11253,1.9837,0.50067
0.11294,1.9767,0.49616
0.11335,1.9696,0.49171
0.11376,1.9626,0.48731
0.11418,1.9556,0.48298
0.1146,1.9486,0.4787
0.11503,1.9416,0.47448
0.11546,1.9347,0.47031
0.11589,1.9277,0.46619
0.11632,1.9207,0.46213
0.11676,1.9137,0.45812
0.1172,1.9066,0.45416
0.11764,1.8996,0.45025
0.11809,1.8926,0.44639
0.11854,1.8855,0.44258
0.11899,1.8784,0.43883
0.11945,1.8712,0.43512
0.11991,1.8641,0.43146
0.12038,1.8569,0.42785
0.12085,1.8497,0.42429
0.12132,1.8424,0.42078
0.12179,1.8351,0.41732
0.12227,1.8277,0.41391
0.12276,1.8203,0.41055
0.12324,1.8128,0.40725
0.12373,1.8053,0.40399
0.12423,1.7977,0.40079
0.12473,1.7901,0.39764
0.12523,1.7824,0.39455
0.12574,1.7746,0.39151
0.12625,1.7668,0.38853
0.12677,1.7589,0.3856
0.12728,1.7509,0.38273
0.12781,1.7429,0.37992
0.12834,1.7347,0.37717
0.12887,1.7265,0.37449
0.12941,1.7182,0.37187
0.12995,1.7098,0.36931
0.13049,1.7013,0.36682
0.13104,1.6927,0.36439
0.1316,1.684,0.36204
0.13216,1.6752,0.35976
0.13272,1.6663,0.35756
0.13329,1.6573,0.35543
0.13387,1.6482,0.35338
0.13445,1.639,0.35141
0.13503,1.6296,0.34953
0.13562,1.6201,0.34774
0.13622,1.6105,0.34604
0.13682,1.6007,0.34443
0.13742,1.5908,0.34293
0.13803,1.5808,0.34153
0.13865,1.5706,0.34023
0.13927,1.5603,0.33905
0.1399,1.5498,0.33798
0.14053,1.5391,0.33704
0.14117,1.5283,0.33623
0.14181,1.5173,0.33555
0.14246,1.5061,0.33502
0.14312,1.4947,0.33463
0.14378,1.4832,0.3344
0.14445,1.4715,0.33433
0.14513,1.4595,0.33444
0.14581,1.4473,0.33474
0.1465,1.435,0.33522
0.14719,1.4224,0.33592
0.14789,1.4096,0.33683
0.1486,1.3965,0.33797
0.14931,1.3833,0.33936
0.15004,1.3697,0.34101
0.15076,1.3559,0.34294
0.1515,1.3419,0.34516
0.15224,1.3276,0.3477
0.15299,1.313,0.35058
0.15375,1.2982,0.35381
0.15451,1.2831,0.35743
0.15529,1.2677,0.36146
0.15607,1.252,0.36593
0.15685,1.2361,0.37086
0.15765,1.2198,0.3763
0.15846,1.2033,0.38228
0.15927,1.1865,0.38884
0.16009,1.1695,0.39601
0.16092,1.1521,0.40384
0.16176,1.1346,0.41238
0.1626,1.1168,0.42167
0.16346,1.0988,0.43177
0.16432,1.0807,0.44273
0.1652,1.0624,0.45459
0.16608,1.0441,0.46742
0.16697,1.0257,0.48126
0.16788,1.0074,0.49616
0.16879,0.98914,0.51217
0.16971,0.9711,0.52932
0.17064,0.95335,0.54764
0.17159,0.93598,0.56716
0.17254,0.91909,0.58787
0.1735,0.9028,0.60978
0.17448,0.88722,0.63285
0.17546,0.87244,0.65704
0.17646,0.85858,0.68231
0.17747,0.84571,0.70858
0.17849,0.83393,0.73576
0.17952,0.8233,0.76377
0.18056,0.81386,0.79251
0.18162,0.80565,0.82189
0.18269,0.79869,0.8518
0.18377,0.79299,0.88215
0.18486,0.78853,0.91285
0.18597,0.78531,0.94383
0.18709,0.78329,0.97502
0.18822,0.78246,1.0063
0.18937,0.78276,1.0377
0.19053,0.78418,1.0692
0.19171,0.78667,1.1006
0.1929,0.79019,1.1321
0.19411,0.79472,1.1634
0.19533,0.80021,1.1947
0.19656,0.80664,1.226
0.19782,0.81397,1.2571
0.19908,0.82219,1.2882
0.20037,0.83127,1.3191
0.20167,0.84119,1.35
0.20299,0.85195,1.3809
0.20432,0.86354,1.4116
0.20568,0.87594,1.4424
0.20705,0.88917,1.4731
0.20844,0.90324,1.5038
0.20984,0.91815,1.5345
0.21127,0.93392,1.5652
0.21272,0.95059,1.5959
0.21419,0.96818,1.6267
0.21567,0.98672,1.6576
0.21718,1.0063,1.6885
0.21871,1.0269,1.7195
0.22026,1.0486,1.7505
0.22183,1.0715,1.7816
0.22343,1.0956,1.8128
0.22505,1.1211,1.8439
0.22669,1.1479,1.8751
0.22836,1.1763,1.9062
0.23005,1.2062,1.9372
0.23177,1.2378,1.968
0.23351,1.2711,1.9986
0.23528,1.3064,2.0289
0.23707,1.3436,2.0586
0.2389,1.3829,2.0878
0.24075,1.4244,2.1162
0.24263,1.4681,2.1436
0.24454,1.5141,2.1699
0.24648,1.5626,2.1947
0.24845,1.6134,2.2179
0.25046,1.6667,2.2392
0.25249,1.7224,2.2581
0.25456,1.7804,2.2745
0.25667,1.8407,2.2878
0.25881,1.903,2.2978
0.26098,1.967,2.3041
0.26319,2.0326,2.3063
0.26544,2.0992,2.3041
0.26773,2.1664,2.2972
0.27006,2.2336,2.2853
0.27243,2.3003,2.2683
0.27484,2.3658,2.2463
0.27729,2.4294,2.2191
0.27979,2.4905,2.1871
0.28233,2.5483,2.1506
0.28492,2.6023,2.1099
0.28756,2.6519,2.0656
0.29025,2.6968,2.0183
0.29299,2.7366,1.9688
0.29578,2.7712,1.9176
0.29862,2.8005,1.8656
0.30152,2.8246,1.8133
0.30447,2.8436,1.7616
0.30749,2.8578,1.7108
0.31056,2.8675,1.6615
0.3137,2.8732,1.6142
0.3169,2.8751,1.5691
0.32017,2.8738,1.5266
0.3235,2.8697,1.4868
0.32691,2.8631,1.4499
0.33039,2.8544,1.4158
0.33394,2.8441,1.3848
0.33757,2.8324,1.3566
0.34128,2.8197,1.3314
0.34507,2.8062,1.309
0.34895,2.7922,1.2893
0.35291,2.7779,1.2723
0.35697,2.7635,1.2578
0.36112,2.7492,1.2457
0.36537,2.7352,1.2359
0.36971,2.7216,1.2283
0.37417,2.7084,1.2228
0.37873,2.6959,1.2192
0.38341,2.6841,1.2174
0.3882,2.673,1.2174
0.39311,2.6629,1.219
0.39815,2.6536,1.222
0.40332,2.6453,1.2265
0.40863,2.638,1.2323
0.41408,2.6318,1.2393
0.41967,2.6266,1.2473
0.42542,2.6226,1.2564
0.43133,2.6196,1.2665
0.4374,2.6178,1.2774
0.44365,2.6172,1.289
0.45008,2.6176,1.3013
0.4567,2.6193,1.3142
